,category,title,date,content,sources
0,rice,"XUẤT KHẨU GẠO QUÝ I ĐẠT 1,85 TRIỆU TẤN",04 | 04 | 2011,"Các tỉnh, thành phố đã thu hoạch vụ đông xuân 2010-2011 được khoảng 965.000ha, sản lượng đạt trên 6,37 triệu tấn, năng suất bình quân khoảng 6,6 tấn/ha. Vụ hè thu năm 2011 đã xuống giống được khoảng 217.000ha. Trong tuần qua, giá lúa tại các địa phương Đồng bằng sông Cửu Long tăng nhẹ từ 200-300 đồng/kg. Giá lúa thường dao động 5.700-5.850 đồng/kg, lúa dài khoảng 5.900-6.100 đồng/kg. Giá gạo nguyên liệu loại 1 làm ra gạo 5% tấm hiện khoảng 7.650 - 7.800 đồng/kg tùy từng địa phương, gạo nguyên liệu làm ra gạo 25% tấm là 7.450 - 7.600 đồng/kg tùy chất lượng và địa phương.",https://agro.gov.vn/vn/tID18797_Xuat-khau-gao-quy-I-dat-185-trieu-tan-.html
1,rice,ĐÃ HOÀN TẤT 45% KẾ HOẠCH DỰ TRỮ GẠO,01 | 04 | 2011,"Theo Hiệp hội Lương thực Việt Nam (VFA), các doanh nghiệp trong nước đã tích lũy được 45% mục tiêu 1 triệu tấn gạo trong kho dự trữ với nỗ lực ngăn chặn giá trong nước sụt giảm đột ngột trong thời gian thu hoạch rộ.
Hãng tin Bloomberg dẫn lời ông Huỳnh Minh Huệ, Tổng thư ký của VFA cho biết, giá gạo trong nước đã tăng nhờ sáng kiến này, cũng như những kỳ vọng rằng Philippines sẽ ký nhiều hợp đồng nhập khẩu.
Chương trình dự trữ gạo nhằm hỗ trợ giá khi vụ mùa Đông Xuân ở khu vực Đồng bằng Sông Cửu Long đạt đỉnh. Vụ năm nay có thể cho sản lượng 10,3 triệu tấn gạo, so với 10,2 triệu tấn của năm ngoái.
VFA hồi trung tuần tháng 2 đã công bố kế hoạch dự trữ, dự kiến bắt đầu từ 1/3 đến 15/4, với tổng khối lượng 1 triệu tấn.
Giá sàn xuất khẩu đối với gạo 5% tấm nước ta đã được nâng lên 490 USD/tấn từ mức 480 USD/tấn kể từ ngày 24/3, trong khi giá sàn xuất khẩu gạo 25% tấm ở 470 USD/tấn, từ 460 USD/tấn trước đó.
Hồi đầu năm, Bộ Nông nghiệp và Phát triển Nông thôn đề ra mục tiêu xuất khẩu 6 triệu tấn gạo trong năm nay. Năm 2010 chúng ta đã xuất khẩu 6,75 triệu tấn gạo.",https://agro.gov.vn/vn/tID18790_Da-hoan-tat-45-ke-hoach-du-tru-gao.html
2,rice,CÁC TỈNH ĐBSCL XUẤT KHẨU TRÊN MỘT TRIỆU TẤN GẠO,22 | 03 | 2011,"Theo ngành thương mại các tỉnh Đồng bằng sông Cửu Long, các tỉnh trong vùng vừa xuất 150.000 tấn gạo, nâng tổng lượng gạo xuất khẩu từ đầu năm đến nay trên 1 triệu tấn; tổng giá trị đạt trên 480 triệu USD. Từ nay đến cuối năm, các tỉnh vùng Đồng bằng sông Cửu Long có kế hoạch xuất thêm 4,4 triệu tấn gạo.
Từ giữa năm 2010 trở lại đây, công tác thông tin, dự báo thị trường lúa gạo tại Đồng bằng sông Cửu Long nhanh, chính xác hơn. Các địa phương tổ chức tốt việc thu mua nguyên liệu, chế biến và bảo quản tốt hơn, chất lượng gạo được bảo đảm. Các doanh nghiệp xuất khẩu gạo được chấn chỉnh nên tính chuyên nghiệp trong hoạt động được nâng lên, có trách nhiệm với khâu sản xuất của người nông dân hơn.
Hiện tượng bán phá giá, gây thiệt hại đến quyền lợi của người sản xuất, của doanh nghiệp đã được hạn chế. Số lượng doanh nghiệp xây dựng vùng nguyên liệu chuyên canh bảo đảm sản xuất đáp ứng yêu cầu chất lượng và xây dựng thương hiệu hàng hóa tăng thêm. Hệ thống thương lái và xay xát bước đầu được tổ chức lại theo hướng gắn kết với các doanh nghiệp xuất khẩu và mua lúa gạo theo giá thị trường, bảo đảm cho người trồng lúa có lãi từ 30% trở lên.
Năm nay, vụ lúa Đông Xuân tại Đồng bằng sông Cửu Long trúng mùa nhờ các địa phương mở rộng diện tích cánh đồng một giống ở những tổ hợp tác, trang trại, hợp tác xã, tạo thuận lợi cho việc gieo sạ đồng loạt, khống chế được dịch bệnh và thực hiện quy trình cơ giới hóa đồng bộ. Nhờ đó, lúa hàng hóa đã được tiêu thụ hết với giá tốt, tạo đà cho sản xuất lúa và xuất khẩu gạo năm tới thuận lợi.
Đồng bằng sông Cửu Long đang khuyến khích các doanh nghiệp chuyển dần từ phương thức kinh doanh truyền thống (theo kiểu thu mua, chế biến, phân loại rồi xuất khẩu) sang hình thức đầu tư kinh doanh xuất khẩu; phối hợp với địa phương và nông dân để sản xuất lúa chất lượng cao, chủ động đầu ra và bán với giá cao hơn, trong đó phải làm tốt hai khâu là chất lượng và thương hiệu.
Được biết, nhiều doanh nghiệp chuyên doanh gạo tại Đồng bằng sông Cửu Long hiện bị hạn chế về vốn, khả năng bảo quản yếu, thời gian bảo quản ngắn đã gây sức ép lên các doanh nghiệp trong việc trữ gạo chờ giá lên. Đa số các doanh nghiệp chưa tự tổ chức được vùng nguyên liệu, còn dựa vào cung cầu thị trường. Nhiều doanh nghiệp thiếu liên kết với người sản xuất, nhà khoa học và các doanh nghiệp khác để nâng cao chất lượng sản phẩm và tăng sức cạnh tranh.
 ",https://agro.gov.vn/vn/tID18779_Cac-tinh-DBSCL-xuat-khau-tren-mot-trieu-tan-gao-.html
3,rice,CÔNG TY CỔ PHẦN NÔNG NGHIỆP SẼ GIÚP GIỮ GIÁ LÚA GẠO,21 | 03 | 2011,"Theo ông Xuân, mô hình công ty cổ phần nông nghiệp gồm một tổ hợp mà nòng cốt là các doanh nghiệp có cơ sở chế biến, bộ máy để tiêu thụ sản phẩm. Công ty sẽ quy hoạch vùng nguyên liệu, tập hợp và đào tạo nông dân sản xuất lúa gạo theo tiêu chuẩn VietGAP. Gạo sau đó sẽ được đăng ký nhãn hiệu rồi đưa đi xuất khẩu hoặc bán trong nước. Đây là mô hình công ty sẽ liên kết bốn nhà: Nhà nước, nhà nông, nhà khoa học và doanh nghiệp.
Nông dân có thể mua cổ phần của công ty này thông qua việc đóng góp một phần nguyên liệu sau mỗi mùa vụ. Số nguyên liệu còn lại được công ty bảo đảm đầu ra, mua với giá cao. Đến cuối mùa vụ, công ty sẽ tính toán doanh số cả năm, xác định tiền lãi để chia cho cổ đông. Mỗi cổ đông sẽ được chia lãi theo số cổ phần, đồng thời được hưởng một số tiền thưởng tính trên lượng lúa đã bán cho công ty. Như thế, nông dân tham gia công ty sẽ luôn luôn được lãi, hoàn toàn khác với nông dân cá thể mua đứt bán đoạn cho thương lái.
Ông Xuân cho biết lúa vụ đông xuân thường có chất lượng và nguồn cung cũng lớn nhất. Các doanh nghiệp nước ngoài cũng nắm được điều này nên khi vào vụ họ giảm nhập khẩu để ép giá xuống. Cho nên việc các công ty mua lúa tạm trữ với giá có lời cho nông dân là điều rất cần thiết. Tuy nhiên, sẽ tốt hơn nếu sau này khi xuất khẩu gạo được giá, người trồng lúa cũng được hưởng lợi từ sự tăng giá này.",https://agro.gov.vn/vn/tID18771_Cong-ty-co-phan-nong-nghiep-se-giup-giu-gia-lua-gao.html
4,rice,TĂNG GIÁ SÀN GẠO XUẤT KHẨU THÊM 10 USD/TẤN,22 | 03 | 2011,"Như vậy, kể từ lần điều chỉnh giảm giá sàn mới đây (ngày 17-3), VFA lại nâng giá trở lại. Đây là lần điều chỉnh thứ 3 trong tháng ba, và là lần thứ 7 kể từ đầu năm tới nay.
Theo VFA, việc triển khai mua tạm trữ 1 triệu tấn gạo vụ đông xuân đã thực hiện được hơn 30%, hiện các doanh nghiệp được phân bổ đang tiếp tục thu mua.",https://agro.gov.vn/vn/tID18776_Tang-gia-san-gao-xuat-khau-them-10-USDtan.html
5,rice,ĐIỀU CHỈNH GIẢM GIÁ SÀN XUẤT KHẨU GẠO,10 | 03 | 2011,"Ngày 09/03/2011, Hiệp hội Lương thực Việt Nam (VFA) vừa có thông báo về việc điều chỉnh mới giảm đồng thời giá sàn xuất khẩu gạo có hiệu lực áp dụng sau 3 ngày công bố. Theo đó ,
Giá sàn xuất khẩu gạo loại 5% tấm sẽ về mức 500USD/tấn,  giảm 20 USD/tấn và loại gạo 25% tấm về mức  480 USD/tấn từ mức 490 USD/tấn, giảm 10 USD/tấn. Đây là lần thứ 5 VFA điều chỉnh giá sàn xuất khẩu gạo kể từ đầu năm đến nay và là lần thứ 2 giá sàn xuất khẩu gạo 5% tấm của Việt Nam được VFA điều chỉnh giảm từ 520 USD/tấn xuống 500 USD/tấn giá FOB.
Được biết, giá lúa gạo nội địa ở các tỉnh Đồng Bằng Sông Cửu Long trong tuần đến ngày 03/03/2011 đã tăng đồng loạt ở các loại so với tuần trước đó. Đối với lúa dao động 5.600 – 5.800 đ/kg, lúa dài khoảng 5.950 – 6.100 đ/kg; giá gạo nguyên liệu loại 1 làm ra gạo 5% tấm hiện khoảng 7.900 – 8.000 đ/kg tùy từng địa phương, gạo nguyên liệu làm ra gạo 25% tấm là 7.750 – 7.850 đ/kg tùy chất lượng và địa phương.
Giá gạo thành phẩm 5% tấm không bao bì tại mạn hiện khoảng 9.450 – 9.600 đ/kg, gạo 15% tấm 8.900 – 9.050 đ/kg và gạo 25% tấm khoảng 8.400 – 8.600 đ/kg tùy chất lượng và địa phương.",https://agro.gov.vn/vn/tID18735_Dieu-chinh-giam-gia-san-xuat-khau-gao-.html
6,rice,DỰ BÁO GIÁ GẠO SẼ TĂNG,07 | 03 | 2011,"Trả lời phỏng vấn của hãng Bloomberg cuối tuần trước, tổng giám đốc Robert Zeigler cho biết “nếu hạn hán ở Trung Quốc lan rộng, chắc chắn sẽ ảnh hưởng tới đất trồng lúa và giá lương thực”.
Trước đó, kinh tế trưởng của FAO là ông Abdolreza Abbassian nhận định, gạo sẽ tránh được cuộc khủng hoảng lặp lại năm 2008 trong năm nay, nhưng mặt hàng này chắc chắn chịu sức ép gia tăng từ các hàng hoá khác.
Trong vòng 1 năm qua, giá gạo giao dịch kỳ hạn tại Chicago mới tăng 6,9%, trong khi giá lúa mì tăng 65% - làm thu hẹp khoảng cách giữa giá 2 loại ngũ cốc chính này. Giá gạo hiện đang ở 14,18 USD/100 lb, trong khi giá lúa mì là 8,2725 USD/bushel. Giá lúa mì quy ra lb hiện ở 13,79 USD/100 lb.",https://agro.gov.vn/vn/tID18720_Du-bao-gia-gao-se-tang.html
7,rice,MYANMAR TẠM DỪNG XUẤT KHẨU GẠO ĐỂ BÌNH ỔN GIÁ,04 | 03 | 2011,"Theo Tân Hoa xã, cuối tuần qua nhà chức trách Myanmar đã yêu cầu các nhà xuất khẩu gạo nước này dừng xuất khẩu cho đến khi số gạo của vụ thu hoạch Hè được bán ra thị trường.
Khảo sát giá thị trường bán buôn ở Yangon cho thấy tính đến thời điểm cuối tuần, gạo chất lượng thấp giao dịch ở mức 20.000 kyat (22 USD) một bao 51kg, gạo chất lượng cao 35.000 kyat một túi và tiếp tục có chiều hướng gia tăng.
Kênh tin tức 7-Day News của Myanmar cho biết từ tháng 4/2010 đến tháng 1/2011, Myanmar đã xuất khẩu hơn 300.000 tấn gạo. Trong tài khóa 2009-2010, nước này xuất khẩu tổng cộng 800.000 tấn gạo.",https://agro.gov.vn/vn/tID18714_Myanmar-tam-dung-xuat-khau-gao-de-binh-on-gia.html
8,rice,ĐỦ ĐƠN HÀNG XUẤT KHẨU GẠO CHO QUÍ 2,06 | 04 | 2011,"Tuy nhiên, căng thẳng chính trị ở khu vực Trung Đông và châu Phi đe dọa gạo xuất khẩu Việt Nam mất thị trường này.
Theo ông Trương Thanh Phong, chủ tịch VFA, dự kiến trong quí 2 xuất khẩu gạo sẽ đạt 2 triệu tấn, tăng hơn 150 ngàn tấn so với quí 1. Đến thời điểm hiện tại, các doanh nghiệp xuất khẩu đã có lượng hợp đồng tương đương 1,6 triệu tấn gạo. Như vậy, các doanh nghiệp chỉ cần phải tìm kiếm khách hàng cho hơn 400.000 tấn còn lại.
Nhưng theo ông Phong, các doanh nghiệp cũng cần phải chuẩn bị hợp đồng để gối đầu cho quí 3, rơi vào thu hoạch cao điểm hè thu 2011. Vì trong thời gian này diễn biến thời tiết thường phức tạp, lúa phẩm cấp thấp nhiều, phơi sấy cũng kém hơn đông xuân trong khi xuất khẩu thường gặp khó khăn.
“Nếu tiêu thụ gặp khó khăn trong thời gian này, hiệp hội sẽ tiếp tục mua tạm trữ đợt 2 khoảng 1 triệu tấn gạo”, ông nói.
Về thị trường xuất khẩu, trong năm 2011, Philippines, bạn hàng lớn nhất của gạo Việt Nam, hàng năm nhập bình quân 1,5 đến 1,8 triệu tấn gạo, đã thay đổi chính sách nhập khẩu. Cụ thể, chính phủ Philippines công bố khoảng 1,3 triệu tấn, trong đó phân bổ cho tư nhân nhập 660.000 tấn, còn lại theo cấp chính phủ.
Các thị trường Trung Đông, châu Phi, khối Ả Rập, chiếm tỷ trọng khoảng hơn 30%. Diễn biến phức tạp do khủng hoảng chính trị tại một số nước cũng đang ảnh hưởng đến xuất khẩu gạo của Việt Nam.
Tuy nhiên, nhu cầu lớn từ hai thị trường Indonesia và Bangladesh cũng đã làm nhẹ bớt ảnh hưởng từ thị trường Trung Đông và châu Phi.
Indonesia mua gạo từ Việt Nam trong quí 4-2010 và quí 1- 2011 khoảng 1,3 triệu tấn gạo do lo ngại tạm trữ thiếu hụt.
Trong tháng 3, Việt Nam xuất khẩu 751.000 tấn gạo, đưa tổng lượng gạo xuất khẩu trong quí 1 lên hơn 1,8 triệu tấn với giá trị hơn 884 triệu đô la Mỹ, vượt 42% về khối lượng và 46% về giá trị so với cùng kỳ năm 2010.",https://agro.gov.vn/vn/tID18808_Du-don-hang-xuat-khau-gao-cho-qui-2.html
9,rice,TPHCM: TIẾP TỤC HẠ GIÁ SÀN XUẤT KHẨU GẠO,18 | 03 | 2011,Như vậy chưa đầy 10 ngày qua VFA liên tiếp điều chỉnh hạ giá sàn xuất khẩu trong bối cảnh có nhiều nhận định tình hình ký kết các hợp đồng mua bán mới diễn ra chậm. Hiện các bộ ngành và doanh nghiệp liên quan đang triển khai kế hoạch mua tạm trữ 1 triệu tấn gạo và việc mua tạm trữ này sẽ được thúc đẩy mạnh thời gian tới nhằm điều hòa thị trường.,https://agro.gov.vn/vn/tID18758_TPHCM-Tiep-tuc-ha-gia-san-xuat-khau-gao.html
